entity,doc_freq,types,primary_type,idf,tfidf_proxy
Permian Basin,7,['Region'],Region,5.458368968981955,38.208582782873684
Gazprom,7,"['Sector', 'Infrastructure']",Sector,5.458368968981955,38.208582782873684
Cnpc,7,['Sector'],Sector,5.458368968981955,38.208582782873684
Us Gulf Coast,7,['Region'],Region,5.458368968981955,38.208582782873684
2018-2024,7,['Timeframe'],Timeframe,5.458368968981955,38.208582782873684
Solar Thermal,7,"['Energysource', 'Technology']",Energysource,5.458368968981955,38.208582782873684
Jethro Mullen,7,['Sector'],Sector,5.458368968981955,38.208582782873684
Astrid Dumond,7,['Sector'],Sector,5.458368968981955,38.208582782873684
Coal Production,7,"['Energysource', 'Metric']",Energysource,5.458368968981955,38.208582782873684
Domestic Demand,7,"['Sector', 'Metric']",Sector,5.458368968981955,38.208582782873684
Energy Crisis,7,"['Timeframe', 'Policy', 'Metric']",Timeframe,5.458368968981955,38.208582782873684
Electricity Mix,7,"['Sector', 'Metric']",Sector,5.458368968981955,38.208582782873684
Unitedstates,7,['Region'],Region,5.458368968981955,38.208582782873684
Forecast,7,['Metric'],Metric,5.458368968981955,38.208582782873684
One Big Beautiful Bill Act,7,['Policy'],Policy,5.458368968981955,38.208582782873684
2010,7,['Timeframe'],Timeframe,5.458368968981955,38.208582782873684
Cement,6,['Sector'],Sector,5.612519648809213,33.67511789285528
Twh,6,['Metric'],Metric,5.612519648809213,33.67511789285528
2023-2024,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Zambia,6,['Region'],Region,5.612519648809213,33.67511789285528
August 2025,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Maharashtra,6,['Region'],Region,5.612519648809213,33.67511789285528
Total,6,"['Sector', 'Metric']",Sector,5.612519648809213,33.67511789285528
September 2025,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
2022-2024,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
First Half Of 2025,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Soybean Oil,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
E-Methanol,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
E-Ammonia,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Red Iii,6,['Policy'],Policy,5.612519648809213,33.67511789285528
Bio-Lng,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Capacity Market,6,"['Policy', 'Sector']",Policy,5.612519648809213,33.67511789285528
Q1 2025,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Shell,6,['Sector'],Sector,5.612519648809213,33.67511789285528
2021-2030,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Domestic Production,6,"['Energysource', 'Sector', 'Metric']",Energysource,5.612519648809213,33.67511789285528
New South Wales,6,['Region'],Region,5.612519648809213,33.67511789285528
October 2024,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Gw,6,['Metric'],Metric,5.612519648809213,33.67511789285528
Cameroon,6,['Region'],Region,5.612519648809213,33.67511789285528
Tunisia,6,['Region'],Region,5.612519648809213,33.67511789285528
Trinidad And Tobago,6,['Region'],Region,5.612519648809213,33.67511789285528
Turkmenistan,6,['Region'],Region,5.612519648809213,33.67511789285528
Albania,6,['Region'],Region,5.612519648809213,33.67511789285528
Montenegro,6,['Region'],Region,5.612519648809213,33.67511789285528
Jordan,6,['Region'],Region,5.612519648809213,33.67511789285528
Regions,6,['Region'],Region,5.612519648809213,33.67511789285528
Connection Queues,6,"['Metric', 'Infrastructure']",Metric,5.612519648809213,33.67511789285528
Wholesale Electricity Prices,6,['Metric'],Metric,5.612519648809213,33.67511789285528
Air Conditioning,6,"['Technology', 'Sector', 'Infrastructure']",Technology,5.612519648809213,33.67511789285528
Heating,6,['Sector'],Sector,5.612519648809213,33.67511789285528
Power System Flexibility,6,"['Policy', 'Metric', 'Infrastructure']",Policy,5.612519648809213,33.67511789285528
Residential,6,['Sector'],Sector,5.612519648809213,33.67511789285528
Northeastern Region,6,['Region'],Region,5.612519648809213,33.67511789285528
Storage Capacity,6,"['Technology', 'Metric', 'Infrastructure']",Technology,5.612519648809213,33.67511789285528
Fossil-Fired Generation,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Oil-Fired Generation,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
System Flexibility,6,"['Policy', 'Technology', 'Metric']",Policy,5.612519648809213,33.67511789285528
System Operators,6,['Sector'],Sector,5.612519648809213,33.67511789285528
Grid Expansion,6,['Infrastructure'],Infrastructure,5.612519648809213,33.67511789285528
Battery Energy Storage Systems,6,['Technology'],Technology,5.612519648809213,33.67511789285528
Network Costs,6,"['Sector', 'Metric']",Sector,5.612519648809213,33.67511789285528
Transmission Infrastructure,6,['Infrastructure'],Infrastructure,5.612519648809213,33.67511789285528
Total Non-Opec,6,"['Energysource', 'Region']",Energysource,5.612519648809213,33.67511789285528
Renewable Heat,6,"['Energysource', 'Sector', 'Metric']",Energysource,5.612519648809213,33.67511789285528
Liquid Biofuels,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Competitive Auctions,6,['Policy'],Policy,5.612519648809213,33.67511789285528
June 2025,6,['Timeframe'],Timeframe,5.612519648809213,33.67511789285528
Geothermal Energy,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Equatorial Guinea,6,['Region'],Region,5.612519648809213,33.67511789285528
Processing Gains,6,"['Energysource', 'Sector', 'Metric']",Energysource,5.612519648809213,33.67511789285528
Total Supply,6,"['Energysource', 'Metric']",Energysource,5.612519648809213,33.67511789285528
Transport Fuel Demand,6,['Metric'],Metric,5.612519648809213,33.67511789285528
Saf,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Lpg And Ethane,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Renewable Natural Gas,6,['Energysource'],Energysource,5.612519648809213,33.67511789285528
Transport Fuels,6,"['Energysource', 'Sector']",Energysource,5.612519648809213,33.67511789285528
Inflation,6,"['Policy', 'Metric']",Policy,5.612519648809213,33.67511789285528
Gas Demand,6,"['Sector', 'Metric']",Sector,5.612519648809213,33.67511789285528
Residential And Commercial,6,['Sector'],Sector,5.612519648809213,33.67511789285528
Henry Hub,6,"['Energysource', 'Metric', 'Region', 'Infrastructure']",Energysource,5.612519648809213,33.67511789285528
Brunei,6,['Region'],Region,5.612519648809213,33.67511789285528
Eni,6,['Sector'],Sector,5.612519648809213,33.67511789285528
Papua New Guinea,5,['Region'],Region,5.794841205603168,28.974206028015843
Low-Emissions Hydrogen,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Gas 2025,5,"['Timeframe', 'Policy']",Timeframe,5.794841205603168,28.974206028015843
Low-Emissions Gases,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Base Case,5,"['Timeframe', 'Policy', 'Metric']",Timeframe,5.794841205603168,28.974206028015843
Natural Gas Infrastructure,5,['Infrastructure'],Infrastructure,5.794841205603168,28.974206028015843
Project Developers,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Lng Market,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Power Of Siberia Pipeline System,5,['Infrastructure'],Infrastructure,5.794841205603168,28.974206028015843
Refining Sector,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Global Lng Trade,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Refining,5,['Sector'],Sector,5.794841205603168,28.974206028015843
2010S,5,['Timeframe'],Timeframe,5.794841205603168,28.974206028015843
Phase 1,5,"['Metric', 'Infrastructure']",Metric,5.794841205603168,28.974206028015843
Opec,5,"['Energysource', 'Policy', 'Region']",Energysource,5.794841205603168,28.974206028015843
Asia Oceania,5,['Region'],Region,5.794841205603168,28.974206028015843
Feedstocks,5,"['Energysource', 'Sector']",Energysource,5.794841205603168,28.974206028015843
Mena,5,['Region'],Region,5.794841205603168,28.974206028015843
Contracts For Difference,5,['Policy'],Policy,5.794841205603168,28.974206028015843
Main Case,5,"['Timeframe', 'Policy']",Timeframe,5.794841205603168,28.974206028015843
National Development And Reform Commission,5,['Policy'],Policy,5.794841205603168,28.974206028015843
Variable Renewable Energy (Vre),5,"['Energysource', 'Metric']",Energysource,5.794841205603168,28.974206028015843
Energy Storage,5,['Technology'],Technology,5.794841205603168,28.974206028015843
Renewable Capacity Additions,5,"['Technology', 'Metric']",Technology,5.794841205603168,28.974206028015843
Other Res,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Access To Energy,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Demand Side Management,5,['Policy'],Policy,5.794841205603168,28.974206028015843
Electricitygeneration,5,"['Sector', 'Metric']",Sector,5.794841205603168,28.974206028015843
Keisuke Sadamori,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Laura Cozzi,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Tim Gould,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Akos Losz,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Julia Horowitz,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Policy Support,5,['Policy'],Policy,5.794841205603168,28.974206028015843
Metallurgical Coal,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Steel,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Powergeneration,5,"['Sector', 'Metric']",Sector,5.794841205603168,28.974206028015843
Cement Sector,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Steel Sector,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Industrial Activity,5,"['Sector', 'Metric']",Sector,5.794841205603168,28.974206028015843
2024-2025,5,['Timeframe'],Timeframe,5.794841205603168,28.974206028015843
Shandong,5,['Region'],Region,5.794841205603168,28.974206028015843
Coal-Fired Power Plants,5,"['Sector', 'Infrastructure']",Sector,5.794841205603168,28.974206028015843
Hydro,5,"['Energysource', 'Technology']",Energysource,5.794841205603168,28.974206028015843
Ammonia,5,"['Energysource', 'Sector', 'Infrastructure']",Energysource,5.794841205603168,28.974206028015843
Heavy Industry,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Lao Pdr,5,['Region'],Region,5.794841205603168,28.974206028015843
Population Growth,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Eskom,5,"['Sector', 'Infrastructure']",Sector,5.794841205603168,28.974206028015843
Congestion,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Ai,5,"['Technology', 'Sector']",Technology,5.794841205603168,28.974206028015843
Government,5,"['Policy', 'Sector']",Policy,5.794841205603168,28.974206028015843
Phase 4,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Maritime Fuels,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Bio-Methanol,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Animal Manure,5,"['Energysource', 'Sector']",Energysource,5.794841205603168,28.974206028015843
Edf,5,"['Sector', 'Infrastructure']",Sector,5.794841205603168,28.974206028015843
Demand Growth,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Energy-Intensive Industries,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Residential Electricity Prices,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Grid Investment,5,"['Metric', 'Infrastructure']",Metric,5.794841205603168,28.974206028015843
Dynamic Line Rating,5,['Technology'],Technology,5.794841205603168,28.974206028015843
Network Charges,5,"['Policy', 'Metric']",Policy,5.794841205603168,28.974206028015843
Efficiency Improvements,5,"['Policy', 'Technology', 'Metric']",Policy,5.794841205603168,28.974206028015843
Road Transport,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Installed Capacity,5,"['Metric', 'Infrastructure']",Metric,5.794841205603168,28.974206028015843
Hydropower Generation,5,"['Energysource', 'Metric']",Energysource,5.794841205603168,28.974206028015843
Interconnections,5,['Infrastructure'],Infrastructure,5.794841205603168,28.974206028015843
Utility-Scale Battery Storage,5,"['Technology', 'Infrastructure']",Technology,5.794841205603168,28.974206028015843
Grid Congestion,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Miso,5,"['Region', 'Infrastructure']",Region,5.794841205603168,28.974206028015843
Grid Connection,5,"['Metric', 'Infrastructure']",Metric,5.794841205603168,28.974206028015843
Pjm,5,"['Policy', 'Region', 'Infrastructure']",Policy,5.794841205603168,28.974206028015843
Caiso,5,"['Region', 'Infrastructure']",Region,5.794841205603168,28.974206028015843
The Netherlands,5,['Region'],Region,5.794841205603168,28.974206028015843
High Case,5,"['Timeframe', 'Policy', 'Metric']",Timeframe,5.794841205603168,28.974206028015843
Towers,5,"['Technology', 'Infrastructure']",Technology,5.794841205603168,28.974206028015843
Aggregators,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Wholesale Markets,5,"['Sector', 'Infrastructure']",Sector,5.794841205603168,28.974206028015843
Phase 2,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Phase 3,5,"['Timeframe', 'Metric']",Timeframe,5.794841205603168,28.974206028015843
Eacs,5,"['Policy', 'Technology', 'Infrastructure']",Policy,5.794841205603168,28.974206028015843
Carbon Intensity,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Apac,5,['Region'],Region,5.794841205603168,28.974206028015843
Cells,5,"['Technology', 'Infrastructure']",Technology,5.794841205603168,28.974206028015843
Modules,5,"['Technology', 'Infrastructure']",Technology,5.794841205603168,28.974206028015843
Wafers,5,"['Technology', 'Infrastructure']",Technology,5.794841205603168,28.974206028015843
Import Tariffs,5,['Policy'],Policy,5.794841205603168,28.974206028015843
Blades,5,"['Technology', 'Infrastructure']",Technology,5.794841205603168,28.974206028015843
Row,5,['Region'],Region,5.794841205603168,28.974206028015843
Artificial Intelligence,5,['Technology'],Technology,5.794841205603168,28.974206028015843
South Sudan,5,['Region'],Region,5.794841205603168,28.974206028015843
Nepal,5,['Region'],Region,5.794841205603168,28.974206028015843
Republic Of Moldova,5,['Region'],Region,5.794841205603168,28.974206028015843
Russian Federation,5,['Region'],Region,5.794841205603168,28.974206028015843
Tajikistan,5,['Region'],Region,5.794841205603168,28.974206028015843
Bosnia And Herzegovina,5,['Region'],Region,5.794841205603168,28.974206028015843
Gibraltar,5,['Region'],Region,5.794841205603168,28.974206028015843
Bp,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Lcfs,5,['Policy'],Policy,5.794841205603168,28.974206028015843
Sustainable Aviation Fuel,5,['Energysource'],Energysource,5.794841205603168,28.974206028015843
Global Summary,5,"['Timeframe', 'Metric']",Timeframe,5.794841205603168,28.974206028015843
Teleworking,5,"['Policy', 'Technology', 'Metric']",Policy,5.794841205603168,28.974206028015843
Gdp Expansion,5,['Metric'],Metric,5.794841205603168,28.974206028015843
Northern Europe,5,['Region'],Region,5.794841205603168,28.974206028015843
Terna,5,"['Policy', 'Infrastructure']",Policy,5.794841205603168,28.974206028015843
Saudi Aramco,5,"['Sector', 'Infrastructure']",Sector,5.794841205603168,28.974206028015843
Renewable Electricity Capacity,5,['Metric'],Metric,5.794841205603168,28.974206028015843
South America,5,['Region'],Region,5.794841205603168,28.974206028015843
North Africa,5,['Region'],Region,5.794841205603168,28.974206028015843
Oil Supply,5,['Metric'],Metric,5.794841205603168,28.974206028015843
West Africa,5,['Region'],Region,5.794841205603168,28.974206028015843
Petrobras,5,['Sector'],Sector,5.794841205603168,28.974206028015843
Non-Oecd Americas,5,['Region'],Region,5.794841205603168,28.974206028015843
